location_num,x,y,district,province,images,year,month,day,avg_certainty,avg_percent_coverage,avg_percent_coverage_high,n_labelers,water_source_mode,log_coverage
5093220,26.57106620841706,-12.526467260394602,Solwezi,North-Western,2,2022,6,16,3,0.30633613190588227,0.11121283434705595,1,TRUE,0.26722637285830375
5093292,27.72159785402837,-12.525841109482794,Chingola,Copperbelt,8,2023,7,29,3.5,0.10058436580460128,0.07282311995465686,1,TRUE,0.09584128038598651
5093888,24.86853411781074,-12.545473689685547,Mwinilunga,North-Western,1,2024,7,12,1,0,0,1,FALSE,0
5094451,27.9334396576658,-12.57039880251246,Chingola,Copperbelt,10,2024,8,14,1,0,0,1,TRUE,0
5094637,27.67572077636895,-12.58021501088389,Lufwanyama,Copperbelt,4,2023,7,29,3,0.0708008173354592,0.0708008173354592,1,FALSE,0.06840679595799695
5094851,27.85065528867237,-12.588758565855944,Chingola,Copperbelt,10,2024,9,4,1.1,7.685102308359699e-4,0,1,FALSE,7.682150780574596e-4
5095054,27.92433194600672,-12.59755616023735,Chingola,Copperbelt,10,2022,10,1,1,0,0,1,TRUE,0
5095226,27.69420510442572,-12.607294903455015,Lufwanyama,Copperbelt,4,2023,7,29,4.75,0.7986739310531672,0.7986739310531672,1,TRUE,0.5870496884311975
5096554,26.50636052066168,-12.671039226883508,Solwezi,North-Western,2,2022,6,16,1,0,0,1,TRUE,0
5096751,26.46950491686022,-12.680010867381254,Mushindano,North-Western,3,2023,7,24,1,0,0,1,FALSE,0
5097297,28.339079964981533,-12.695248977268104,Mufulira,Copperbelt,10,2023,10,7,1.3,0.03678946469916946,0.03381265557013362,1,TRUE,0.03612888520156242
5098721,28.35783233561157,-12.758437909707572,Kitwe,Copperbelt,10,2023,10,7,3.8,0.5786005168972336,0.5501367893754313,1,TRUE,0.4565387057323962
5098939,28.21971950669261,-12.768152481405462,Kitwe,Copperbelt,10,2022,10,5,3.2,0.2784715040041752,0.16920999860269265,1,TRUE,0.2456652268844991
5099635,28.06324144512697,-12.795953195067476,Kalulushi,Copperbelt,10,2023,9,24,1.6,0.00559783595942901,0.00155944518823718,1,FALSE,0.005582226302154901
5099924,28.40413228419357,-12.803397969227287,Kitwe,Copperbelt,5,2023,10,7,1.4,0.03227130291410012,0.03227130291410012,1,FALSE,0.03176152293037905
5100034,26.874667532353435,-12.816153706799792,Mushindano,North-Western,1,2023,8,11,1,0,0,1,TRUE,0
5100192,28.49629957130005,-12.81193056761853,Ndola,Copperbelt,3,2017,7,20,4.333333333333333,0.35194875489136374,0.3447261300446153,1,TRUE,0.30154707371556727
5100388,27.7408669435007,-12.824183026220645,Kalulushi,Copperbelt,5,2023,7,29,2.8,0.07598336960616978,0.07598336960616978,1,FALSE,0.07323500586380345
5100794,26.625829492903883,-12.84304556901112,Mushindano,North-Western,2,2024,6,26,1,0,0,1,FALSE,0
5100895,27.704059667233928,-12.842368546250936,Lufwanyama,Copperbelt,4,2023,7,29,1,0,0,1,TRUE,0
5101457,28.284653725589227,-12.85825242145909,Kitwe,Copperbelt,10,2022,10,5,2.6,0.05712045857919594,0.03630777641926388,1,TRUE,0.055548663099855185
5102506,27.70421103529076,-12.89662126678664,Lufwanyama,Copperbelt,4,2023,7,29,1,0,0,1,FALSE,0
5102970,26.920710413926443,-12.915642422961453,Lufwanyama,Copperbelt,1,2023,8,11,1,0,0,1,FALSE,0
5103073,27.92548116143703,-12.91401564258685,Lufwanyama,Copperbelt,5,2022,7,25,4.6,0.48959558498095607,0.48959558498095607,1,TRUE,0.398504663640567
5103392,28.50615826014681,-12.92035405432882,Ndola,Copperbelt,6,2021,6,2,3,0.048411965057303934,0.024924135604012482,1,TRUE,0.04727660508541616
5103834,27.08665217829759,-12.94276835492483,Lufwanyama,Copperbelt,1,2023,10,15,1,0,0,1,FALSE,0
5103911,27.82417947900961,-12.94148052442241,Lufwanyama,Copperbelt,6,2024,8,27,1.3333333333333333,7.744598815502167e-4,7.744598815502167e-4,1,FALSE,7.741601422435463e-4
5103977,28.52469882024837,-12.938326203904024,Ndola,Copperbelt,7,2021,6,2,3.142857142857143,0.09038754154185721,0.06905126438492531,1,TRUE,0.08653317574967598
5104372,26.54267585521041,-12.96046677532532,Mushindano,North-Western,1,2024,6,13,1,0,0,1,FALSE,0
5104454,27.40013948725908,-12.960560900162998,Lufwanyama,Copperbelt,2,2023,7,16,1,0,0,1,FALSE,0
5104750,27.372493206623453,-12.96964447154078,Lufwanyama,Copperbelt,2,2019,9,16,1,0,0,1,TRUE,0
5105284,26.616393223857443,-12.987713427166758,Mushindano,North-Western,2,2024,8,4,1,0,0,1,TRUE,0
5105407,27.89808849369721,-12.986445180008356,Lufwanyama,Copperbelt,5,2022,7,25,1,0,0,1,FALSE,0
5105614,26.8745774209563,-12.997008900796608,Mushindano,North-Western,1,2024,7,1,1,0,0,1,FALSE,0
5105681,27.55695640373993,-12.99644217186482,Lufwanyama,Copperbelt,3,2024,7,27,1,0,0,1,FALSE,0
5105746,28.23925192000523,-12.99408357994823,Luanshya,Copperbelt,7,2021,9,13,1,0,0,1,TRUE,0
5106265,27.317228869056635,-13.014930672050308,Lufwanyama,Copperbelt,2,2019,9,16,2.8,0.07670088531787868,0.05954182588782554,5,TRUE,0.07390163009040698
5106330,28.073379078112406,-13.012904379153523,Lufwanyama,Copperbelt,6,2023,9,24,1,0,0,1,TRUE,0
5107007,28.479152896241143,-13.02898847831871,Luanshya,Copperbelt,9,2022,10,6,2.5555555555555554,0.11121330840818745,0.09009221033712972,1,TRUE,0.10545248899551792
5107086,22.765116948643712,-13.00763573538742,Chavuma,North-Western,1,2019,7,12,1,0,0,1,FALSE,0
5107092,22.847890313408303,-13.008975334391796,Chavuma,North-Western,1,2019,7,12,1,0,0,1,FALSE,0
5107387,29.944488134419075,-13.025515042620404,Serenje,Central,1,2018,10,4,1,0,0,1,TRUE,0
5107440,24.08117352699557,-13.034837558067982,Manyinga,North-Western,1,2024,6,3,2,0.026683954072919,0,1,TRUE,0.026334146558322745
5108284,28.645337156145352,-13.064143908886573,Ndola,Copperbelt,10,2022,10,27,1.2,0.00215238471342847,0.00215238471342847,1,FALSE,0.002150071651922012
5109050,27.06825532697907,-13.09649967300811,Mushindano,North-Western,1,2023,9,19,1,0,0,1,FALSE,0
5109238,23.491090162029543,-13.081676213982186,Zambezi,North-Western,1,2023,9,12,1,0,0,1,FALSE,0
5109538,24.9099077047124,-13.106116461224092,Mufumbwe,North-Western,2,2024,6,8,2.5,0.141625105063795,0.0256444084169012,1,FALSE,0.13245277805974223
5109727,28.74707407411929,-13.10867059470169,Masaiti,Copperbelt,8,2022,10,6,1,0,0,1,FALSE,0
5109881,27.271237316509488,-13.123493751223137,Lufwanyama,Copperbelt,1,2023,9,19,1,0,0,1,TRUE,0
5110041,22.754378579568986,-13.097662510283351,Chavuma,North-Western,2,2021,7,11,1,0,0,1,TRUE,0
5110159,27.82480814535836,-13.131357263877268,Lufwanyama,Copperbelt,4,2024,8,1,1,0,0,1,FALSE,0
5110390,27.400430509409603,-13.141410085379071,Lufwanyama,Copperbelt,1,2023,7,16,1,0,0,1,FALSE,0
5110408,27.74180501200303,-13.140651882942375,Lufwanyama,Copperbelt,3,2024,8,14,1.3333333333333333,0.017063843770818467,0,1,FALSE,0.01691989166519958
5110647,27.474260296674167,-13.150326850432789,Lufwanyama,Copperbelt,1,2018,9,3,1,0,0,1,TRUE,0
5110886,27.44659608504697,-13.159418777601257,Lufwanyama,Copperbelt,1,2018,9,3,1,0,0,1,TRUE,0
5111079,24.8172382685615,-13.159568320099376,Mufumbwe,North-Western,1,2024,7,25,1,0,0,1,TRUE,0
5111148,27.548114775394705,-13.168264400453058,Lufwanyama,Copperbelt,2,2024,7,27,1,0,0,1,FALSE,0
5111375,25.93327560207352,-13.17567405756501,Kasempa,North-Western,1,2016,6,30,1,0,0,1,FALSE,0
5111969,27.843475582711605,-13.194588779340004,Lufwanyama,Copperbelt,3,2024,8,1,1,0,0,1,FALSE,0
5112364,29.955639413444167,-13.187960056813068,Serenje,Central,2,2023,9,21,2.5,0.0153807808667282,0.0117329447221776,1,FALSE,0.015263695704526428
5113272,24.92728219800517,-13.232778456552127,Mufumbwe,North-Western,2,2024,6,8,2.5,0.0485987751530846,0.0485987751530846,1,TRUE,0.04745477307730359
5113350,28.32352815166568,-13.237760276474187,Masaiti,Copperbelt,6,2021,9,13,4.666666666666667,0.09320993095415195,0.0886385741783497,1,TRUE,0.08911825932812821
5113406,28.849455125256707,-13.234492918177368,Masaiti,Copperbelt,2,2023,7,13,1.5,0.0413545501603232,0,1,TRUE,0.040522317775574884
5113464,22.90884261397376,-13.217447002353149,Zambezi,North-Western,1,2016,6,30,1,0,0,1,FALSE,0
5114433,28.812820564987604,-13.270909451599664,Masaiti,Copperbelt,2,2023,7,13,1,0,0,1,FALSE,0
5114616,27.825324369927923,-13.285064936630478,Lufwanyama,Copperbelt,3,2024,8,1,1,0,0,1,FALSE,0
5114640,28.157633083076487,-13.283770580409849,Mpongwe,Copperbelt,4,2023,8,3,1,0,0,1,TRUE,0
5115485,28.406994608832864,-13.30963458975044,Masaiti,Copperbelt,5,2024,8,1,5,3.545460546492132,3.545460546492132,1,TRUE,1.514129052857173
5115695,28.000862360727528,-13.32060031010011,Lufwanyama,Copperbelt,4,2023,8,3,1,0,0,1,FALSE,0
5115725,28.296275759517616,-13.319264007070082,Mpongwe,Copperbelt,8,2021,9,13,1.75,0.017390863922267123,0.0037502176709666877,1,TRUE,0.017241373537495424
5116705,25.74782637077545,-13.355647473760222,Kasempa,North-Western,2,2024,7,22,1,0,0,1,FALSE,0
5116740,27.419255071968298,-13.358395843755105,Lufwanyama,Copperbelt,2,2023,8,11,1,0,0,1,FALSE,0
5116856,29.70847426067113,-13.344262026609046,NA,NA,2,2023,7,31,1,0,0,1,FALSE,0
5117171,23.164667829025664,-13.347758074530766,Zambezi,North-Western,1,2019,8,8,1,0,0,1,TRUE,0
5117836,28.388998945282413,-13.39109433179096,Mpongwe,Copperbelt,6,2024,8,1,1.5,0.011650522450476783,0,1,TRUE,0.011583177676953603
5118537,27.871967091095645,-13.42053233453418,Mpongwe,Copperbelt,1,2017,7,17,1,0,0,1,FALSE,0
5118805,28.315326260106136,-13.427649777980385,Mpongwe,Copperbelt,8,2018,8,13,2,0.03569564457821151,0.01739226775101285,1,FALSE,0.035073321311019534
5118824,28.49078818323237,-13.426672928866845,Mpongwe,Copperbelt,5,2024,7,24,3.4,0.078105006841537,0.017382877989148962,1,TRUE,0.07520487668677418
5119012,27.89974325240944,-13.43851758167384,Mpongwe,Copperbelt,1,2017,7,17,1,0,0,1,FALSE,0
5119066,28.463139398111256,-13.435874729759318,Mpongwe,Copperbelt,6,2024,7,24,2.3333333333333335,0.08611978370141013,0.029038373184704952,1,TRUE,0.08261151349695589
5119246,27.83511554849652,-13.447781715408356,Mpongwe,Copperbelt,1,2017,7,17,4,0.1074638976343365,0.1074638976343365,1,FALSE,0.10207262433299108
5119273,28.08451692677659,-13.446830647256023,Mpongwe,Copperbelt,4,2023,8,3,3.5,0.1630854467135896,0.09807868877247128,1,TRUE,0.15107634178658563
5119276,28.112226937866023,-13.446709724807818,Mpongwe,Copperbelt,4,2023,8,3,1,0,0,1,FALSE,0
5119528,27.92752344165807,-13.456499478491745,Mpongwe,Copperbelt,1,2017,7,17,1,0,0,1,TRUE,0
5119807,27.890606535604203,-13.46567430762646,Mpongwe,Copperbelt,1,2017,7,17,1,0,0,1,FALSE,0
5120032,25.71950608930741,-13.473031026162886,Kasempa,North-Western,2,2024,7,22,1,0,0,1,TRUE,0
5120065,26.236829567992093,-13.47513515854939,Kasempa,North-Western,1,2023,7,24,1,0,0,5,FALSE,0
5120354,25.885736834311164,-13.482864133500662,Kasempa,North-Western,1,2024,6,26,5,0.1078628978300044,0.0973920965336691,1,TRUE,0.10243284224828847
5120412,28.00153571337054,-13.483339112600111,Mpongwe,Copperbelt,3,2023,8,3,1,0,0,1,FALSE,0
5120723,28.177103566647485,-13.491618045321406,Mpongwe,Copperbelt,6,2023,8,3,1.6666666666666667,0.03807011756632958,0.011845844914582284,1,FALSE,0.037363333104191036
5120741,28.343384539208785,-13.490782904122234,Mpongwe,Copperbelt,9,2024,8,1,1,0,0,1,FALSE,0
5121254,26.181274889403088,-13.511126411598692,Kasempa,North-Western,1,2023,7,24,1,0,0,1,FALSE,0
5121300,28.02012755987878,-13.510387499928614,Mpongwe,Copperbelt,3,2016,8,2,1.0666666666666667,0.22959205904632435,0,5,FALSE,0.20668245506128147
5121313,28.14023661349447,-13.509869798893437,Mpongwe,Copperbelt,4,2023,8,3,3.25,0.15988978360490458,0.07202985513080527,1,FALSE,0.1483249864704416
5121688,28.67609830830805,-13.515897754376889,Masaiti,Copperbelt,2,2023,8,8,5,1.0328194397718606,1.0328194397718606,1,TRUE,0.7094237160299711
5122278,27.7337785455548,-13.53851457799566,Mpongwe,Copperbelt,2,2017,8,24,5,5.085849732165711,5.085849732165711,1,TRUE,1.8059663604314944
5122385,28.805548626817977,-13.533074678617048,Masaiti,Copperbelt,2,2023,7,13,1,0,0,1,FALSE,0
5122410,29.054930798746483,-13.531150475906731,Mkushi,Central,3,2023,7,13,1,0,0,1,FALSE,0
5122644,28.131168329695,-13.54607394672368,Mpongwe,Copperbelt,4,2023,8,3,2,0.025766967268177825,0.025766967268177825,1,FALSE,0.02544059353230932
5122877,25.61743175476294,-13.55384997162388,Mufumbwe,North-Western,1,2024,7,30,1,0,0,1,FALSE,0
5122953,28.03880221484708,-13.555515821999531,Mpongwe,Copperbelt,3,2023,8,3,3.6666666666666665,45.51629547134277,45.51629547134277,1,FALSE,3.839802691447401
5123019,28.657874375014305,-13.552174826107022,Masaiti,Copperbelt,3,2023,8,8,4.333333333333333,0.3519437407595015,0.28560647847181253,1,FALSE,0.30154336489070066
5123392,29.341472467049417,-13.555739418308365,Mkushi,Central,1,2019,8,30,3,28.57234822431788,15.684173806850689,1,TRUE,3.3868397430995487
5123523,26.042425922855795,-13.573922731474132,Kasempa,North-Western,1,2023,10,10,3,0.2714271549625494,0,1,TRUE,0.2401400136077609
5124022,29.36935583489172,-13.57354719453566,Mkushi,Central,1,2019,8,30,2,0.1118745271737282,0,1,TRUE,0.10604735418658776
5124357,29.360209859433123,-13.582669347620126,Mkushi,Central,1,2019,8,30,2,0.0125231982327218,0,1,TRUE,0.012445431570872039
5124439,23.15184747545452,-13.57316579509172,Zambezi,North-Western,2,2020,6,13,1,0,0,1,FALSE,0
5124615,28.436408726992703,-13.598745043687028,Mpongwe,Copperbelt,3,2024,8,1,1,0,0,1,FALSE,0
5125013,29.471221098606257,-13.599663008877114,Mkushi,Central,2,2024,8,6,1,0,0,1,FALSE,0
5125072,23.170002249275537,-13.591493938043662,Zambezi,North-Western,1,2018,8,18,1,0,0,1,FALSE,0
5125093,24.212834901409057,-13.605359168705906,Kabompo,North-Western,3,2023,7,14,3.3333333333333335,0.07663724109880887,0.04005178674727287,1,TRUE,0.0738425179441931
5125283,29.10182411616368,-13.612092647631366,Mkushi,Central,4,2023,7,13,3.5,0.0853307951624778,0.0853307951624778,1,TRUE,0.08188482085993899
5125546,28.50126793062229,-13.62548107117574,Masaiti,Copperbelt,3,2024,7,24,1,0,0,1,FALSE,0
5125595,29.03723060409404,-13.621667126021778,Mkushi,Central,3,2023,7,13,1,0,0,1,FALSE,0
5125661,29.840804283936805,-13.613784878402766,Mkushi,Central,1,2016,10,27,1,0,0,1,FALSE,0
5125749,26.18084078010633,-13.63770573487478,Kasempa,North-Western,1,2023,7,4,1,0,0,1,TRUE,0
5125762,27.46597216356068,-13.63861917098384,Mpongwe,Copperbelt,2,2023,8,11,1,0,0,1,FALSE,0
5125874,28.769337075155068,-13.632756277373682,Kapiri Mposhi,Central,2,2018,10,6,1,0,0,1,FALSE,0
5126254,29.767144929364868,-13.63268114310608,Mkushi,Central,4,2024,6,7,1,0,0,1,TRUE,0
5126614,25.431929887245268,-13.66122563894767,Mufumbwe,North-Western,1,2016,6,30,1,0,0,1,FALSE,0
5126838,29.795061371294643,-13.650433811761948,Mkushi,Central,4,2024,6,7,1.75,0.008792733632371425,0.008792733632371425,1,FALSE,0.008754302661238833
5126866,23.16912972474337,-13.64562567761732,Zambezi,North-Western,1,2018,8,18,1,0,0,1,FALSE,0
5127061,29.2409062925269,-13.665095246063933,Mkushi,Central,3,2023,7,26,1,0,0,1,FALSE,0
5127197,27.55853268157676,-13.68363764319601,Mpongwe,Copperbelt,2,2024,7,27,1,0,0,1,FALSE,0
5127258,28.501611039636348,-13.679715848717288,Masaiti,Copperbelt,3,2024,7,24,4.333333333333333,0.27191913201446893,0.2500565584741979,1,TRUE,0.240526887436602
5127364,29.619778974261795,-13.670414544760082,Mkushi,Central,3,2023,7,31,2.3333333333333335,7.652143141493234,7.652143141493234,1,TRUE,2.157807052278186
5127794,28.73283452755744,-13.69628334378051,Kapiri Mposhi,Central,2,2018,10,6,1,0,0,1,FALSE,0
5128099,29.35213724676769,-13.700206434317588,Mkushi,Central,3,2019,7,11,1,0,0,1,TRUE,0
5128338,29.222851107700212,-13.710438532539344,Mkushi,Central,3,2023,7,26,1,0,0,1,TRUE,0
5128440,25.302075746671203,-13.723641373532397,Mufumbwe,North-Western,1,2023,9,22,1,0,0,1,FALSE,0
5128501,28.039553616748982,-13.72729035126831,Mpongwe,Copperbelt,3,2020,10,17,1,0,0,5,FALSE,0
5128650,29.67571238255024,-13.714983830648173,Mkushi,Central,3,2023,7,31,3,0.044412548032355094,0.0018192730984198666,1,TRUE,0.04345457235545258
5128775,28.05808953344187,-13.736252444825316,Mpongwe,Copperbelt,3,2023,8,3,1,0,0,1,TRUE,0
5128827,28.733099770105856,-13.732435532730667,Kapiri Mposhi,Central,2,2016,9,1,1,0,0,5,FALSE,0
5128947,22.03378570068303,-13.697584493788757,Zambezi,North-Western,1,2023,7,4,1,0,0,1,TRUE,0
5129022,27.364438245458505,-13.747293569390264,Mpongwe,Copperbelt,1,2023,7,16,1,0,0,1,TRUE,0
5129382,28.46508243459334,-13.752251112334289,Mpongwe,Copperbelt,3,2024,7,24,1,0,0,1,FALSE,0
5129442,29.130758662925057,-13.747396166997708,Mkushi,Central,5,2023,7,13,1,0,0,1,FALSE,0
5129560,25.88442335837856,-13.763121243307872,Kasempa,North-Western,1,2024,6,26,1,0,0,1,FALSE,0
5130041,29.306553190973315,-13.763885377899165,Mkushi,Central,4,2024,7,11,1,0,0,1,FALSE,0
5130509,28.28957713752233,-13.789392215880763,Mpongwe,Copperbelt,3,2017,7,31,1,0,0,1,FALSE,0
5130970,25.86570745814313,-13.808238651317165,Kasempa,North-Western,1,2024,6,26,1,0,0,1,FALSE,0
5130972,25.98596789049484,-13.808764606202445,Kasempa,North-Western,1,2023,10,10,1,0,0,1,FALSE,0
5131717,24.02545176406268,-13.81994141593918,Kabompo,North-Western,1,2023,6,10,1,0,0,1,FALSE,0
5132283,27.568194490835367,-13.85540930632238,Ngabwe,Central,1,2017,7,24,1,0,0,1,FALSE,0
5132316,28.003102906106005,-13.854013917620566,Mpongwe,Copperbelt,2,2023,8,3,1,0,0,1,FALSE,0
5132352,28.3824418373272,-13.852166169064716,Mpongwe,Copperbelt,2,2024,8,19,2.5,0.026971668151218,0.026971668151218,1,TRUE,0.026614343566105172
5132470,29.50151167193627,-13.843292109188257,Mkushi,Central,1,2024,9,1,1,0,0,1,FALSE,0
5133052,29.492459396436423,-13.86145336564645,Mkushi,Central,3,2024,9,1,1,0,0,1,TRUE,0
5133500,28.243858483742937,-13.88907010140641,Kapiri Mposhi,Central,1,2016,9,9,1,0,0,1,FALSE,0
5133803,28.54000900267712,-13.896421849035953,Kapiri Mposhi,Central,3,2016,9,1,3.6,0.22044526204140066,0.15040964524637088,5,TRUE,0.19921576104661562
5134131,29.18765344898528,-13.90051411823608,Mkushi,Central,3,2023,7,26,5,17.44005170424316,9.649389685022104,1,TRUE,2.9145250220422585
5134874,29.12315429976445,-13.928193435043925,Kapiri Mposhi,Central,3,2020,7,14,2.6666666666666665,0.06949980724094036,0.029906686564194134,1,TRUE,0.06719106930743218
5135545,28.23498909441377,-13.9614365651923,Kapiri Mposhi,Central,1,2016,9,9,1,0,0,1,TRUE,0
5135560,28.39234178473214,-13.960586352130465,Kapiri Mposhi,Central,3,2024,8,19,1,0,0,1,TRUE,0
5135765,28.01286703798174,-13.971504176365224,Kapiri Mposhi,Central,1,2023,8,3,1,0,0,1,TRUE,0
5135813,28.52197735870513,-13.96884858558236,Kapiri Mposhi,Central,2,2018,9,16,2.5,0.0183984504312531,0.0021626862352039,1,TRUE,0.018231246688076807
5136351,29.41971342743277,-13.9796372052403,Mkushi,Central,2,2024,8,6,1,0,0,1,TRUE,0
5136501,28.50364235171892,-13.996080462816222,Kapiri Mposhi,Central,8,2020,6,19,1,0,0,1,TRUE,0
5137204,28.29087957310187,-14.024425973672358,Kapiri Mposhi,Central,5,2020,6,6,3.8,0.06272639009315144,0.02670590528596898,1,TRUE,0.06083767214844944
5137232,28.55010716790701,-14.02290511495223,Kapiri Mposhi,Central,7,2020,6,19,1,0,0,1,FALSE,0
5137236,28.587137054947487,-14.022665213286162,Kapiri Mposhi,Central,4,2023,8,8,5,0.5974109028610125,0.583883934865025,1,TRUE,0.468384132857233
5137280,28.99441559864601,-14.019653008137954,Kapiri Mposhi,Central,1,2023,10,12,1,0,0,1,FALSE,0
5137461,28.596456953622244,-14.031642800241457,Kapiri Mposhi,Central,5,2023,8,8,1,0,0,1,FALSE,0
5137577,22.67351237287872,-14.007259178301313,Mitete,Western,1,2023,8,17,1,0,0,1,TRUE,0
5137972,29.216784247234624,-14.044827215999437,Luano,Central,1,2023,7,26,1,0,0,1,FALSE,0
5138038,26.383111350303967,-14.06324737859912,Kasempa,North-Western,1,2024,7,9,1,0,0,1,FALSE,0
5138095,28.22626042028796,-14.060922379981282,Kapiri Mposhi,Central,2,2020,6,6,1,0,0,1,FALSE,0
5138324,28.263351220208293,-14.069771229250549,Kapiri Mposhi,Central,4,2020,6,6,1,0,0,1,FALSE,0
5138367,28.726331226824183,-14.066904380400146,Kapiri Mposhi,Central,1,2019,10,25,1,0,0,1,FALSE,0
5138551,28.47639291600927,-14.077601587137597,Kapiri Mposhi,Central,7,2021,6,12,2,0.031155785995153427,0.024761338968746043,1,FALSE,0.03068029545826012
5138601,28.994885065487185,-14.073871713480202,Kapiri Mposhi,Central,2,2023,10,12,2.5,0.00578244284228395,0.00167819737321375,1,TRUE,0.0057657886899528795
5138716,27.652139596877085,-14.090279034769056,Ngabwe,Central,1,2017,9,22,1,0,0,1,FALSE,0
5138729,28.13378885898033,-14.08849524447184,Kapiri Mposhi,Central,1,2019,8,10,1,0,0,1,TRUE,0
5138853,29.45777539810384,-14.078635231725633,Mkushi,Central,2,2024,8,6,1,0,0,1,TRUE,0
5139956,28.24522245212309,-14.14218561196929,Kapiri Mposhi,Central,4,2020,6,6,1.25,0.0020825848626631,0,1,FALSE,0.0020804192889474727
5140294,29.476967707998345,-14.14167981244175,Mkushi,Central,2,2023,7,2,1,0,0,1,FALSE,0
5141277,28.40303117994594,-14.19555275056002,Kapiri Mposhi,Central,4,2024,6,2,3.25,0.08703289980767075,0.050055716247049346,1,TRUE,0.08345187429344032
5141334,28.931072957460643,-14.191876351248544,Kapiri Mposhi,Central,2,2023,7,23,2,0.0039993619712397,0.0039993619712397,1,FALSE,0.003991385782522483
5141660,27.624696049245586,-14.216931382391882,Ngabwe,Central,1,2017,9,22,1,0,0,1,FALSE,0
5141862,23.40975033896053,-14.199828224168906,Lukulu,Western,1,2023,7,19,1,0,0,1,FALSE,0
5141930,28.393932037294352,-14.222724310764272,Kapiri Mposhi,Central,6,2024,6,2,1.1666666666666667,0.02444907649480815,0,1,FALSE,0.024154981746277216
5142858,28.73703229288404,-14.256629692988405,Kapiri Mposhi,Central,1,2019,10,25,1,0,0,1,TRUE,0
5143190,24.89958561729188,-14.271778811371528,Kaoma,Western,1,2017,7,6,1,0,0,1,FALSE,0
5143409,28.069888352982748,-14.287677369678208,Kapiri Mposhi,Central,1,2019,8,10,4,0.0176890275849301,0.0077361484892557,1,FALSE,0.017534397576542453
5143435,28.310899413544927,-14.28647212347205,Kabwe,Central,4,2020,6,6,1,0,0,1,FALSE,0
5143633,28.273873167217143,-14.295712949798418,Kabwe,Central,4,2020,6,6,1,0,0,1,FALSE,0
5144066,28.67256867777285,-14.31132081050088,Kapiri Mposhi,Central,1,2019,10,25,1,0,0,1,TRUE,0
5144158,23.38967072591292,-14.298811157792198,Lukulu,Western,1,2023,7,19,3,0.0392331899738506,0.0392331899738506,1,TRUE,0.0384831238683358
5144247,28.691173639586463,-14.32022741488441,Kapiri Mposhi,Central,1,2019,10,25,1,0,0,1,FALSE,0
5144391,28.35751643281572,-14.331408451506508,Kabwe,Central,6,2024,6,2,1,0,0,1,FALSE,0
5145539,23.54602898884027,-14.364326517563878,Lukulu,Western,1,2023,7,22,1,0,0,1,FALSE,0
5145642,28.3114774038586,-14.385905112309972,Kabwe,Central,5,2024,8,6,1,0,0,1,TRUE,0
5145908,28.28370900561473,-14.395097143646572,Kabwe,Central,5,2024,8,6,1,0,0,1,FALSE,0
5146409,27.031530991733508,-14.41666389912221,Mumbwa,Central,1,2023,6,30,1,0,0,1,TRUE,0
5147679,29.15577054133359,-14.442969745532976,Luano,Central,1,2024,7,24,1,0,0,1,TRUE,0
5147917,28.99822739397299,-14.45339535952464,Kapiri Mposhi,Central,2,2023,7,23,1,0,0,1,TRUE,0
5148246,23.942973028470377,-14.460091558125203,Kaoma,Western,3,2023,7,19,1,0,0,1,FALSE,0
5148342,28.31200670133472,-14.476297994758069,Kabwe,Central,7,2024,8,6,1,0,0,1,TRUE,0
5148496,24.647285736825243,-14.477225239313874,Kaoma,Western,1,2023,7,24,1,0,0,1,TRUE,0
5148893,28.989276463759257,-14.489618507884554,Kapiri Mposhi,Central,2,2023,7,23,1,0,0,1,TRUE,0
5149093,28.599770220826784,-14.50163225283181,Chisamba,Central,7,2023,9,16,1.4285714285714286,0.03674107707220453,0,1,TRUE,0.03608221347332024
5149930,23.38618076783693,-14.51537808407238,Lukulu,Western,1,2023,7,19,4,0.0102459629962798,0.0102459629962798,1,TRUE,0.01019382892419533
5150176,24.19226212247052,-14.535455583100916,Kaoma,Western,1,2016,7,3,1,0,0,1,FALSE,0
5150253,27.43998202095925,-14.55187702186772,Chibombo,Central,1,2024,7,27,5,0.1350834857963951,0.1350834857963951,1,TRUE,0.12670620399602214
5150455,27.022268417831103,-14.56133098236757,Mumbwa,Central,1,2023,6,30,4,0.034854417301798,0.034854417301798,1,FALSE,0.03426075721205208
5150532,28.349607600607268,-14.55743981615428,Kabwe,Central,5,2024,6,2,1,0,0,1,FALSE,0
5151101,28.86010962716882,-14.5720133169245,Kapiri Mposhi,Central,1,2023,9,29,1,0,0,1,FALSE,0
5151319,28.39617918821602,-14.584284179917526,Kabwe,Central,5,2024,6,2,1,0,0,1,FALSE,0
5151483,25.41626234568272,-14.592126387114975,Nkeyema,Western,1,2023,9,1,1,0,0,1,TRUE,0
5151528,27.254384658596315,-14.597359674647466,Chibombo,Central,1,2016,10,8,1,0,0,1,FALSE,0
5152098,27.430822681750787,-14.615183365459323,Chibombo,Central,1,2024,7,27,1,0,0,1,FALSE,0
5152120,27.63508968969329,-14.614716509967971,Chibombo,Central,1,2018,8,26,5,0.0166700318464207,0.0166700318464207,1,FALSE,0.016532611958605302
5152161,28.35922053580391,-14.61162007776506,Kabwe,Central,5,2024,6,2,4.2,18.320693095361296,18.320693095361296,1,FALSE,2.9611767026419997
5152414,27.67225579563854,-14.623653306901442,Chibombo,Central,2,2023,9,24,1,0,0,1,FALSE,0
